"hotelName","hotelId","title","content"
"Baur au Lac",,"Traditional Swiss hospitality","This hotel provides traditional Swiss hospitality at its finest. Location, interior, food and exprience in general is great. Expensive? Absolutely but you also get what you pay for which among other things is a spacious room and good service."
"Baur au Lac",,"Excellent location and outstanding Hotel","The Baur au Lac deserves its Five Star rating. It is well located in Zurich ( practically Lake Front but also within walking distance of the major shopping areas ) , quality facilities and extraordinary service . Well trained staff. The price is also in line with its rating and reputation. Only downside is the Fitness Center. Nice layout and good equipment but a bit small."
"Baur au Lac",,"Excellent","Outstanding hospitality in terms of Room service, Food quality, concierg, housekeeping service. Overall stay was comfortable and must say Excellent Service!!! Definitely will look foward to stay again in my future visits."
"Baur au Lac",,"Perfect 👌🏻","Very nice hotel right next to the zurich lake, the location is perfect for tourist, the old city is located very close to the hotel about 5 minutes walking. The rooms are also very nice and the service in the hotel is on a high level. The prices are quiet high but is worth it."
"Baur au Lac",,"Extraordinary","My favorite hotel in Zurich. Better than the Park Hyatt or the Dolder Grand. Old world charm, beautifully appointed rooms, wonderful bathrooms, exceptional service, huge bill at the end of your stay...what more could you want? Ok, so maybe you want to pay less, but if you can afford it this is the place to stay."
"Baur au Lac",,"I need a grammar lesson","I am becoming paranoid. I used to think I wrote beautifully and then I made the mistake of reading Jeremy Clarke in the magazine that this fascistic website will probably not allow me to mention. My God that man can pen a word. Be it romantic, be it morbid, hedonistic, our Jezza hits the spot like a good 'un. He would have no problem on Trip (a concept with which he is no stranger) Advisor. I, on the other hand, am now mere dust beneath his drug-addled wheels and, anyway, if you deviate 'from zee Party line' on this site they don't publish you and I want to world to know how utterly wonderful is the Baur au Lac. There is a part of me saying that it jolly well should be because it costs what Vladimir Putin earns in a microsecond but the room I was given was so beautifully"
"Baur au Lac",,"One if the best hotels in the world","There are only a handful of truly great hotels left in the world and the Baur au Lac is one of them. Great service from the moment you walk through the front door. All the public spaces and the rooms are perfect."
"Baur au Lac",,"My recent visit 10th February 2016","Fantastic service and wonderful hospitality, this is the hotel that everyone should stay inn!! The very best hotel in Zurich , by the lake wonderful surroundings fantastic food and atmosphere. Staff absolutely fantastic, the staff really cares very much to make your stay a wonderful experience. Robert "
"Baur au Lac",,"Luxury at its best","I stayed at this superb hotel in the heart of Zurich for only one night but it was just fantastic! Room service ordering is very modern (taken with Samsung tablets). The restaurant is delicious. Try the chocolate cake for dessert! I was in a single room, very very spacious with a bathroom which has a bath tub and a shower. Twice the room service per day is very professional. Staff is elegant, nice and welcoming. Finally the breakfast was PER-FECT! The environment of the restaurant, the atmosphere, the food choice, cheese, butter, croissants, bread, omelettes, Nutella crêpes... And fresh fruits ! The next time I go to Zurich, I will not ask myself any questions and go directly to Baur au Lac! "
"Baur au Lac",,"My hotel of choice in Zurich","Never ceases to deliver. Not the most amazing 5 star of all times in terms of looks but more efficient and regular than a Patek Philippe watch. Great service, swiss german cleanliness and efficiency, extremely comfortable beds and an amazing location moments from the Lake and Bahnhofstrasse. My hotel of choice for business and pleasure. A little on the expensive side but there is not another hotel in Zürich quite like this one."
"Baur au Lac",,"Weekend in Zurich","Beautiful hotel fabulous attentive staff. Lovely city to spend a long weekend in. Many restaurants and shops, very clean in all areas and transport system with the trams was easy and convenient to use."
"Baur au Lac",,"What a property","This hotel is totally over the top. Location can't be better. Rooms are extremely clean and taken care of. Will definitely come back again. the bar is very happening as well as the restaurants. We got upgraded to a suite which was over the river and absolutely beautiful. "
"Baur au Lac",,"EXCELLENT HOTEL IN A GREAT LOCATION","Although my short was stay, I would highly recommend this hotel: LOCATION: Convenient for our car service and in a great location to walk/run to Old Town Zurich SERVICE: Impecable. I had made a few requests prior to arrival and the hotel staff was quick to assist. GYM: Excellent for a hotel gym. The area was great for running and walking, too. FOOD: I only had room service, but was please with the quality, timing and service. ROOM: I've traveled a lot and for Europe, in particular, these rooms were fabulous. Spacious, well appointed and with character. I would highly recommend this hotel and will return again on another trip. I want to thank the Staff for their attention to detail and assisting with my requests. Loved this stay and this hotel!!"
"Baur au Lac",,"Excellent taste-menu, great experience, perfect setting","We celebrated our birthday here this year. I strongly recommended their taste menu with wine pairing. It was a really excellent experience- the food, the layout and the service was all perfect. If there is one thing that could probably improve, the suit of the lead waitor is slightly over-size and could be more fit."
"Baur au Lac",,"Best service in the world","From The moment we stepped out of our town car arriving at the Baur au Lac: we felt very well cared for and we appreciated the amazing level of service. The manager of the restaurant for the breakfast service and lunch his name is JJ and he is so amazing. He offers a quiet level of service that is second to none in making sure all of your needs are taken care of... The location is perfect for shopping and for walking around the lake. The hotel room was first class and very well appointed and quite large. The newly renovated lobby lounge is beautifully decorated in classic antique style. We will definitely stay at this hotel when we visit again. "
"Baur au Lac",,"Incredible","Incredible hotel and staff. Stayed in Junior suites and the size and appointments in the room were superb. Staff are just amazing and always go out of their way top help with any request. The reception is old school and very efficient which is part of the hotels charm. The Baur au Lac really is the standard that other hotels should strive to achieve. Its certainly not the cheapest but it is definitely the best . Timothy"
"Baur au Lac",,"Amazing property","Fresh, lively, rich, vibrant, etc. Hotel lives up to the expectation of the guests. Rooms are just superb. Maintained very well and no compromise. Beautiful garden around the hotel fresh flowers all around the hotel is very energising. The only property which he access to receive guests right at the aircraft on landing in Zurich airport. "
"Baur au Lac",,"The best city hotel in Europe","As always I was staying at Baur au Lac early January this year. This is a truly professional place. From your arrival to the departure everything works like a Swiss watch. The service is impeccable. The room large and comfortable. There is an old fashion atmosphere of quality and dignity. There is no sign of ""design hotel"" or ""boutique hotel"", thank heaven. Only oldfashioned quality at its best."
"Baur au Lac",,"Best way to celebrate the New Year","We booked ourselves into a junior suite for New Year's Eve as a treat and a treat it was. The suite overlooked the lake and was located on the third floor so perfect to observe the fire works at midnight. The suite as such was very spacious and stunningly appointed. The furnishings were opulent and comfortable and the marble bathroom the stuff of dreams. The staff were delightful, perfectly professional just as you would expect from a deluxe hotel. The building itself is exquisite, a beautifully restored building from centuries ago and perfectly located at the lake. This is not a typical 5 star luxury chain hotel, but a family run establishment and it shows. You can tell that the staff are loyal to the house and have given their professional lives to the Baur. The buffet"
"Baur au Lac",,"Disappointing. And dangerous if you have dietary requiremetns.","I went to Baur au Lac recently for afternoon tea. I called the restaurant 5 days in advance to book and to let them know that I am gluten intolerant, and this was again confirmed when we were seated. The food arrived and I was told that the sandwiches and scones were gluten free. About 15 minutes later a waitress came and told me that the scones are in fact not gluten free, but that these would arrive shortly. Fortunately we hadn't started eating them yet! After another 15 minutes I enquired about the whereabouts of my scones, only to be told another 10 minutes later that there will not be any gluten free scones at all but that I could have a piece of chocolate cake instead, if I ""wanted to"". I then also asked about the other sweets on the cake stand and was told quite"
"Baur au Lac",,"classic ....","The Hall at the Baur au Lac has re-opened this year and as much as I miss the old paintings and the old furniture I have to admit that the service has become much better and there are more seating places ... if you want a private conversation avoid the 4 tables in the middle as the accoustics under the coupola are bad ... ....and it is very expensive ...."
"Baur au Lac",,"A classy experience!","This hotel is an outstanding jewel located at the lake of Zurich and just a stone throw away from the famous Bahnhofstrasse. The service is spot on and it's really a true leading hotel of the world. Their garden is in summer time a real oasis to have a drink or something to eat. I highly recommend their tartar! Plenty of great details, quality, history and class throughout the hotel."
"Baur au Lac",,"delicious scones for tea","last year reopened Le Hall is quiet a pearl in zurich. scones with genuine taste of south england's best accompaniment for tea. especially the supervisor runs his team with high professionalism, real 5 star level.(Mr.Wernicke) if you are looking for some rest in zurich having coffee or tea there is no better service at all. only there is no view to the lake."
"Baur au Lac",,"Not for this business traveller....","Great location, excellent service (think of the linen kindly provided by the staff to cover the heads of FIFA officers arrested in dawn raids this year), efficient valet parking and lovely surroundings cannot off-set the flaws and disadvantages that I have experienced at this historic location. Flaws ? At a five star hotel in Zurich that charges accordingly ? Indeed. Breakfast served at the wrong time (half an hour early) and, unsurprisingly, the wrong order (though it took a while to convince the waitress). A taxi ordered the night before that turned up more than 10 minutes late for a tight run to the airport, with the concierge being unconcerned and taking no action. Disadvantages ? Indeed. The fitness centre opens at 06.30 and closes at 22.00 so if you have an early morning"
"Baur au Lac",,"Picturesque and convenient!","Great service, great location (a walking distance from Lake Geneva, the financial district, and the famous shopping district Bahnofstrasse. Traditional in style, (but fully equipped with all the modern bells and whistles), staying at Baur au Lac feels a little like travelling back in time. Note: - the gym has an amazing view! - check out Kronenhalle, a short walking distance away =) famous restaurant where you dine amongst art"
"Baur au Lac",,"Unique hospitality","After lots of travelling around the world and staying in lots of hotels it's not so easy to get amazed. But i was really amazed by the hospitality of this hotel's team! Not that the building and the suite does not diserve to be mentioned but i think that the high quality of the team's service keeps it to the top not only of Zurich's but of all the European hotels! I also have to mention the hotel's restaurant as extraordinary! I think that the price for this unique accomodation experience is fair enough!!! We will be back...for sure!"
"Baur au Lac",,"BEAUTIFUL STATELY HOTEL, FANTASTIC SERVICE","Beautiful 170 year old hotel, lovingly maintained, great location - a block from the major shopping district - staff is superb! My husband needed medication at 1:00 am -- was able to email the prescription to the concierge on duty, who contacted the pharmacy and had it delivered to the hotel within an hour. Only complaint is that it is very near the lake -- but set back so no panoramic views from the rooms --but service, location, level of comfort made up for that. Would definitely recommend."
"Baur au Lac",,"Honeymoon trup","The hotel is beautiful and the staff is very friendly and helpful in every way. The location of the hotel is also good and nearby everything. The food was also very good. We loved the room we stayed in and it was very nice and beautiful and had a warm feeling to it."
"Baur au Lac",,"Setting is perfect","The Hotel is so well situated.It has everything.Views,food,fresh air,swans!The service was great and the food I ordered was perfect.I just could not fault anything.I am looking forward to going there soon."
"Baur au Lac",,"Great place, but a bit shop-worn in the two rooms we stayed in.","Stayed at this luxury hotel for the first time with my wife, after 34 years of staying in, or transiting Zurich by air/rail, including on our honeymoon in 1982. We arrived from a 2 week stay in southern Switzerland on the way back to the states. We had room service both nights of our stay, which was both timely and excellent as we were too tired for a long dinner in one of their fabulously beautiful restaurants. The food arrived quickly and was better than most places you'd eat-out at, in urban, upscale locales. The room was on level 2, facing the street (called a 'city view') and was fairly noisy for such a setting, being at at stop light intersection, so morning traffic noise of commuters was significant between 7:30AM and later. It did settle down by 9AM. It didn't"
"Baur au Lac",,"Great location, great hotel","I had not stayed at the Baur au Lac for a long time and I must say I was really pleased with my room and with the service. Very friendly check-in. Large room, with great television, good working desk. Large bathroom with a bath-tub and a shower. Great amenities. Very nice fitness center on the top of the building with state-of-the-art equipment and a great lake view. Extremely smooth check-out. A great experience !"
"Baur au Lac",,"Epitomy of Swiss Hospitality","The Baur au Lac is the epitomy of Swiss Hospitality. From the welcome greeting by the porter., the hotel manager checking in, breakfast in the light filled restaurant, royally equipped and cared for rooms. It all fits. Sometimes you notice quirky facts about hotels you stay in. For the Baur au Lac, my memories will always be of the distance between room doors in the corridors. A hint to the size of the rooms beyond!"
"Baur au Lac",,"Exellent","The Zurich Baur Au Lac Hotel wes an excellent  choice. The most luxurious Hotels in Zurich  I ever been with a charming decoration  and  great location overlooking the Zurich Lake and  walking distance to the famous Bahnhofstrasse.  Very great and friendly over-whelming hotel staff. Our suite very spacious , beautiful brilliantly designed and comfortable. I really had a good time and it was a truly a memorable stay. For sure for my next trip to Zurich ... Baur Au Lac will be my choice. "
"Baur au Lac",,"What a great experience","We had a great stay with great food and also great event, not only was everything great organised also the staff was professional. there was nobody that had something negative to say. The food a the restaurant, we had fish, just light and lovely for a late dinner. the location of the hotel is across from the Zurich Lake, also to recommend if you have time, boat tour. the Concierge team very helpful with tips and maps :)"
"Baur au Lac",,"Baur Au Lac, best location in Zurich","I had the pleasure to enjoy three nights at the historic Baur Au Lac Hotel situated probably at one of the best locations in Zurich. The hotel and personel provides the best possible base for a luxury weekend or business stay in Zurich. You just need enough money to enjoy this facility!"
"Baur au Lac",,"Most excellent","Wonderful experience in a very luxurious hotel. Booked a few hours before arriving and beeing welcomed with a very generous upgrade to a junior suite with a gorgeous view on the lake. Bedding and breakfast are of excellent quality. And don't miss out on the chocolate in the complimentary minibar-one of the best i've ever had (""1844""). If something negative has to be said: sleeping with open windows gets quite noisy but hardly any noise if you keep them closed. Looking forward to be back! Thanks a lot"
"Baur au Lac",,"Wonderful Hotel","My wife and I were guests at the Baur Au Lac Hotel in Zurich and would not hesitate to recommend this property. Extremely clean and efficient service. Perfect location with top notch dining and spa experience. This is a beautiful hotel with great customer service and employees. 5 star"
"Baur au Lac",,"Expensive but Worth it!","We stayed here for a week, using Zurich as our base and taking day trips to other cities. I can't say enough good things about the staff and especially the concierge desk, the latter arranging day train trips and printing out the tickets for us. The Breakfast buffet in the Pavillion restaurant was excellent. The croissants were the best I've ever tasted and the whole restaurant was beautifully decorated with large windows overlooking the canal and lovely grounds of the hotel. Kudos to the staff for having fresh floral arrangements everywhere, with orchids emphasized. The linens were of the best quality and featured a pillow menu. The location of the hotel is just a short walk from beautiful Lake Zurich. We had dinner one night at the Rive Gauche which is one of the hotel"
"Baur au Lac",,"Fantastic","best in the world personal stylish expensive but well worth it very at home the décor is sensational the staff are fabulous making you feel at home the restaurants and lobby areas are very nice to eat and drink in"
"Baur au Lac",,"Superb hotel with the nicest location","Overlooking the river that goes to the lake, this hotel has a charm on its own. Although preserving the colonial building, the room is really modern. It has wifi access, provided with power converter and lots of access to power which is essential when you are bringing multiple devices."
"Baur au Lac",,"Majestic Zurich Waterfront Hotel","After a month of traveling throughout Switzerland this summer, we spend our final 3 nights at the Baur au Lac. It is majestic from top to bottom and front to back. It is located across the street from Lake Zurich and only a block away from the Bahnhoffstrasse. It is a short walk to the old city across the river and the many museums and churches there. The temperature in Zurich was 95 degrees, but the hotel and our room had wonderful air conditioning. Our room came with breakfast and you could order what you wanted of graze at the buffer of delectable dishes. One evening it rained so we sat out in the garden area and were served wonderful wine and a light supper. For my wife's birthday, we had lunch in Pavilion. We were treated like royalty and the good was delicious and the"
"Baur au Lac",,"Best luxury and the height of service in the heart of Zurich","We visited this stellar hotel in June than again 4 or 5 weeks later as we flew into and out of Zurich for a long European vacation. Because of this hotel, which is walking distance to everything, we count our beginning and ending several days as among the best on our whole trip. The rooms are beautiful, the service over the top, the breakfast and other food is superbly prepared and the concierges curated our entire trip, not just in Zurich, but for many places in the rest of Europe as well - making and changing reservations for us in between our stays there. This hotel definitely went above and beyond the standard most hotels are able to achieve, even at their best."
"Baur au Lac",,"Top hotel","It is situated in the best location of the city close to the shopping district. The service and politeness of the staff is remarkable. The standard of rooms and bathrooms very high. A special touch of this hotel is the very interesting painting collection in all areas. Pavillion restaurant is unique with a lot of day light arround. The added value is the garden with the bar and rest which makes summer days a heaven in this hotel. Definetely the best choice for the high end market. "
"Baur au Lac",,"Classy and sophisticated by the lake","We spent 1 night at the hotel, where nearly every aspect was of a very high standard. We requested a room on a high floor to reduce noise but Initially were allocated a room on the 1st floor next to the road. Upon requesting a change of room, a very quiet room on an inner courtyard was found and was marvellous. The staff were excellent, remember names and preferences without prompting and with a great mix of informality to suit the guest. The food in the Rive Gauche restaurant is worthy of special mention. Highly recommended as is the service. "
"Baur au Lac",,"The Whole Deal","The location of this hotel is ideal for access to the shopping district, Old Town and waterfront. The service, amenities and food is 5 star +. Pavillon restaurant provides excellent breakfast and intimate dinner offerings. The 5 course tasting menu was worth the visit alone. Look forward to a return."
"Baur au Lac",,"Legend hotel","Stayed in this hotel for business for two nights in August. Although the hotel is a legendary hotel and have beautiful grounds and rooms. There is still a few things they need to perfect. Food choices and presentation on the outside terrasse and speedy service in restaurant and bell to name a few. Everyone is very nice and friendly, it feels more like an organisation issue. Saying that, I come to Zurich very regurarly and I will certainly stay again."
"Baur au Lac",,"Picturesque balcony view","A relaxing, calm and elegant stay. I loved my time at this peaceful hotel, relaxed and recharged effortlessly. The balcony view is a treat as I took it all in upon rising, do take a few moments to enjoy the stillness. You won't be dissapointed."
"Baur au Lac",,"Great location. Superb service","Everything was excellent at Baur Au Lac Hotel. It is really well located, alongside the lake and very close to everything, including the old town. The staff were friendly and helpful. We thoroughly enjoyed our stay after 24 hours of flying from Australia."
"Baur au Lac",,"Always a Class Act","We have been staying at the Baur Au Lac for over 20 years now, whenever we visit Zurich. The Baur Au Lac has a wonderful blend of being a very first class hotel, but also warm and friendly atmosphere, with outstanding accomodations and service-- truly a pleasure to stay at the Baur Au Lac!"
"Baur au Lac",,"Wonderful property and experience","We stayed at Baur au Lac at the end of a two week vacation. We arrived in the afternoon before a morning flight back to North America, and my only complaint is that I wish we'd been able to stay there longer! The trip was in celebration of a special occasion, and having notified the hotel in advance they made us feel truly special. we thoroughly enjoyed the suite and the treats that they left for us were extremely thoughtful and much appreciated. While we did not get to experience much of Zurich or the hotel amenities, the decor and quality of the hotel were beautiful, and the service five star. Would highly recommend this hotel and it will certainly be our hotel of choice if ever back in Zurich."
"Baur au Lac",,"Wonderful stay (again)","Stayed there last week - have been there before and as always the stay was wonderful. Beautiful room. Location can't be beat.Love the garden (try the peach bellini - best I ever had). Concierge was wonderful and arranged several dinners as well as a great out of town trip to the countryside (left at 9:30 and back by 4). One of the few authentic family owned hotels left with real Swiss service and hospitality. Elegant and beautiful. Best in Zurich and one of the best in Europe. Will definitely be back."
"Baur au Lac",,"Excellence in Zurich","This quintessential luxury hotel remains one of the outstanding establishments in Europe. The excellent location just off the Banhofstrasse (Zurich's Fifth Avenue or Champs Elysées) is perfect for walking around the city, shopping in some of the most upscale stores or drinking a coffee at Sprüngli's chocolate shop. Rooms are ample (we stayed in a ""City"" suite to which we were upgraded from a ""Deluxe"" double on the third floor) and extremely well-appointed with large double sink bathrooms, robes and slippers and all the other amenities one would expect from a 5-star hotel. During the summer months drinks, tea and meals are taken outside on the terrace or in the elegant Pavilion Restaurant."
"Baur au Lac",,"Elegant hotel great location","Our family of four just stayed here fir three nights. Also appreciated nice gym - lots of windows and good equipment. Excellent service and close to lake and shopping. Delicious breakfasts too. Connecting rooms helpful for families. Very helpful concierge. "
"Baur au Lac",,"Wonderful location great service","The Lobby is great Food quality is great especially in the lobby. I recommend their sweets very much. Wonderful overall service. Friendly staff smiling and proactively. Nice outdoor park and fine dining restaurant. Few steps away from the lake. "
"Baur au Lac",,"Elegant and beautiful","This old hotel is an amazing place. It is elegant and beautiful. The staff is very attentive and you will feel like a Prince or Princes here. Well heeled people from all over the world. Drips old school elegance. The hotel has a 1 star Michelin restaurant as well. The outside bar/dining area is beautiful. Close to the lake and the Old Town. Wondeful experience."
"Baur au Lac",,"Absolutely fabulous!","This is an excellent hotel in a great setting very close to the Lake. We could not fault anything about this Hotel, All staff were very helpful and pleasant and delivered very good service. Nothing was any trouble. We stayed 2 nights at the start of our holiday and 2 nights at the end. Our rooms on each occasion were excellent but on the 2nd occasion our room was facing the inner courtyard and that was noticeably quieter than the first room which faced the road. Bathrooms were spacious and bright with separate bath and walk in shower. We ate in each of the restaurants and they were all first class. The outside terrace bar and restaurant is separated from the main road by a lovely garden area with high hedge, very relaxing. We will definitely return to this Hotel."
"Baur au Lac",,"A wonderful hotel and a beautiful setting","Had heard many great things about this hotel and they met expectations. Staff on top of everything and a well-run hotel. It felt like a true European Five Star hotel, which may not be for everyone, but I liked it!"
"Baur au Lac",,"Value for money does not match","Location is great. Had a mediocre welcome. Rooms have a great view but I would not recommend this hotel to the older generation as you literally have to climb into the bathtub to take a shower. Not easy at all even for us younger people. separate shower and bathtub would be much better. Also light switches and power outlets in the room are very confusing to use (not use friendly). Quality and taste of food is good but service needs some additional training. Getting wrong cold dishes after waiting too long at breakfast doesn't work for me. Expect much more attention to detail at a room only rate of CHF 700+ for a double deluxe."
"Baur au Lac",,"perfection","I stayed at the Baur au Lac upon arrival from the States and a second time before going home, four nights at the beginning and two at the end. It could not have been better. That's a sentence I almost never have the pleasure of writing. I took the hotel limousine service and was met at baggage claim by my driver. No getting the bags and then searching in a crowd for a card with my name. Much easier. From that moment, I could just relax and enjoy the ride to the hotel. I was traveling alone and am in my sixties so this kind of comfort and ease is no small thing, especially after twenty or more hours traveling. At the hotel, my room was not ready. It was only 9am. By the time I had breakfast in the pavilion, a really pretty all windowed room, it was. A lovely single,"
"Baur au Lac",,"Exceptional Hotel","This hotel was LOVELY! The service was impeccable and it still retained such a warm atmosphere. Our rooms were spacious and comfortable. They were clean and well appointed. We just didn't stay there long enough. The location is also wonderful. Walking to shopping and Old Town. "
"Baur au Lac",,"a great hotel","the hotel is excellent. beautifully situated. a great gym. I would highly recommend this hotel, friendly staff. easy check in and check out. transfers to and from airport were seamless BTW: having to write 200 characters is rediculous"
"Baur au Lac",,"Impressive deserving FIVE Star property","These folks went above and beyond to fulfill my family's needs. Other properties are awarded good rankings, but often do not deserve them. These people do! We needed to leave early in the morning to catch our flight home. The Front desk folks offered us take away breakfast since we were leaving before the dining room was to open. This morning as we checked out, the reception folks had four fully packed take away bags for our journey. Another nice touch, the mini bar snacks were included with the room rate, not priced outrageously as an add on. The room rates are expensive, but they provide the service and facilities to make for a perfect stay."
"Baur au Lac",,"satisfied","real value can be known after 2-3 nights stay, my case this time was 1night only, its difficult to say ""excellent"" or "" very good"". somehow, my wife and I were satisfied and would like to stay again at the next opportunity."
"Baur au Lac",,"Outstanding Place","This hotel is wonderful. The rooms are beautiful, service is amazing, it's in a good location - we will return there when we visit Zurich. While the fitness center is nice, it's very small. It would be nice to have more than 2 treadmills there for cardio equipment. Breakfast and wifi were included with our rate. Overall, it's a great place. Highly recommend!"
"Baur au Lac",,"Elite 1% Establishment","Beautiful, palatial establishment! Staying here was like what dying and going to heaven must feel like. LOL... This is the real deal for the 1% of elite travelers who want the best that money can buy."
"Baur au Lac",,"A great hotel in a great location","Having debated about choosing between three 5 star hotels was not easy. We opted for this hotel based on Location, Location,Location.Having than seen the other two, we were convinced that we made the right choice.Also the Conciege was excellent"
"Baur au Lac",,"Top","It s part of one my favorite hotel in the world regarding services , rooms, food and location. They have an excellent restaurant right outside with great clientele and food Rive gauche.a place to be. I hope I can make it to the summer party this year."
"Baur au Lac",,"Service is phenomenal, ready to return.","From the doorman on up, everyone is concerned about your comfort and satisfaction at all times. The location is very central, with close access to the Lake, to Bahnhofstrasse, the concerthall, old town, etc. The food is excellent and the restaurant in the garden is really very pleasant. The rooms have been beautifully remodeled while not very large."
"Baur au Lac",,"Pampered luxury","Before starting a two-week group tour in Switzerland and Italy, I treated myself to a stay at the Baur au Lac to recover from jet lag and see something of Zurich. The room was beautiful and comfortable, the staff amazingly warm and helpful, and my meals there were lovely. The motorized blackout window shades assured I could catch up on missed sleep, and the shower was perfection. I was slightly disappointed that the terrace restaurant was not directly on the lake, as the online photos seemed to show, but it was otherwise such a lovely spot that I had lunch and dinner there. Pricey but worth it!"
"Baur au Lac",,"the best there is in zurich","if you are interested in being where everyone who is anyone in Zurich goes, it's the Baur Au Lac. Great atmosphere. perfect location just in front of the lake with it's own gardens. highly recommend eating in the garden any afternoon. marvelous,."
"Baur au Lac",,"Number 1","This hotel is a perfect example of luxury service in hospitality industry. I decided to celebrate my birthday there, booked the rooms for myself and my friends. However I could not arrive before my friends, thus I've contacted the reception and asked them if they could not follow their standard procedure while checking in my guests and charge me when I arrive. After a while the receptionist agreed and my guests didn't feel uncomfortable during the check in. Concierge planned all activities for us for the following days and places to go in the city. Amazing attentive service in all departments. Bravo! Keep the same level of service!"
"Baur au Lac",,"Impressive.","By far -- one of the best hotels I have ever stayed at. The linens are the finest in the world. The rooms soundproof and solid. The staff can't do enough. And the food is very carefully prepared. There is ONLY one hotel for me in Zurich: Baur au Lac."
"Baur au Lac",,"Seriously Folks....","I really can't understand the love affair other reviewers seem to have with hotel unless price is just not an object (which may be the case?). Or perhaps my expectations are just too high for a US$950 room? I provide a summary of my experience below and frankly, alot of my opinion is based on what the hotel costs, but bottom line is I would save the money and stay somewhere cheaper (see my review last year of Hotel Widder). Reception/Check-in: Crowded and slow. Small check-in ""window"" with room for just 1-2 hotel staff. Slow on check-in and very slow on check-out. Waited in a 3 person line to check-out; don't recall doing this at a hotel in a long time especially one of this stature. Facilities/rooms: Great quality decor and furnishings with a large, beautiful bathroom."
"Baur au Lac",,"1 word: AMAZING!!","We only had one night in Zurich and decided to pamper ourselves by staying at Baur au Lac. The hotel turns out to be the best thing about Zurich! The service was hands down amazing. We arrived on an early morning flight and was at the hotel by 6.30. We thought that being a 5 star hotel, Baur might have a snooty attitude and not allowed us to check in after 12 hours of traveling. However, upon arrival, the staffs were friendly, energetic, engaged and most importantly, they had a room ready for us! Room itself is what you would expect of a proper 5 star hotel - comfy, clean, spacious, with enough thoughtful detail that you don't need to worry about a thing! We've also had brekkie at the hotel restaurant Au Pavillon. It wasn't included in our room rate but we decided to try it"
"Baur au Lac",,"Wonderful Stay","We spent 2 nights at the Baur au Lac and were very impressed by the quality of this hotel. First of all it is perfectly situated in central Zurich - by the lake and shopping areas. The service and hotel staff were very professional and friendly. The rooms are very well appointed and very nicely decorated. We highly recommend staying this hotel - as they is a lovely feel to it as you are staying at a family owned hotel - not a member of a huge luxurious hotel chain."
"Baur au Lac",,"Wonderful","Me and my husband stayed there for leisure for 3 days this month. The hotel is located in the best place in town, so we could go to many interesting places by foot. Our room was perfect, the restaurants are excellent, and the gardens make us feel in a very special place. Staff is very kind and attentive. Certainly we will come back there."
"Baur au Lac",,"Perfection","Had the opportunity to spend (2) nights at the Baur au Lac on business was very impressed with the level of service and attention to detail. The room was nicely appointed, well lit and had a warm atmosphere. What really set the hotel apart was the warm and friendly staff, everyone could not have been nicer. Best hotel in Zurich hands down. Will be back."
"Baur au Lac",,"excellent best in zurich","the team have me feel like a home away from home superb overall can highly recommend this a must place to stay take the harbour view worth a million dollars try their restaurant the drive with a gps its easy and hotel has a valet service"
"Baur au Lac",,"Swiss perfection","One of the view hotels owned by a private Familly. Ideally located by the lake with a beautiful garden, but also only a stone throw away from the world famous Bahnhofstrasse. Staff throughout the hotel is highly professional and always keen to help. The rooms are very comfortable and very quiet. Highly recommendable for business and family travel. Definitely a place to return to."
"Baur au Lac",,"Not much to say","This is a serious hotel with very professional and high level service. I think that it's not necessary to describe details. It is expensive, but if you can spend that money, you will not be sorry for any single frank."
"Baur au Lac",,"A blissful experience","A wonderful stay in a hotel which is not only beautifully decorated, but where every piece of art has its personal story. Our room had a view on the lake, overlooking the canal, and don't miss a delicious dinner in the Rive Gauche restaurant. We thoroughly enjoyed our stay!"
"Baur au Lac",,"By far the best place to stay in Basel","This is one of Europe's great hotels. It has the right combination of old world charm and modern touches. The service is impeccable; the restaurants and bars are some of the best in the city. The views of the river are beautiful, enhanced by large windows."
"Baur au Lac",,"Loved my stay at Baur au Lac","I enjoyed every minute of my stay at Baur au Lac and wish I could have stayed longer. It is a stunning property and the staff is very warm and friendly. Everyone makes you feel very much at home. The food was outstanding! I was there for the end of winter festival and the hotel management sent me a little snowman chocolate treat. It was very special and much appreciated. Thank you Baur au Lac for a fantastic stay!"
"Baur au Lac",,"One of the truly great hotels!","Travelers of means will appreciate the history and luxury of this hotel. And all modern amenities, including WiFi and TV channels in some 10 or so languages, are included. If the budget allows it, this hotel is highly recommended. Everything is top class."
"Baur au Lac",,"Pleasureable Moments","Great Hotel with great staff who made sure we have everything we need and went out of their way to make sure we're feeling comfortable. I would like to personally express my deep appreciation to Mr. Robert Boden & Mrs. Comelia Zimmermam for making our stay a pleasurable stay. I will sure come back to your hotel because I had great time with you."
"Baur au Lac",,"Deserves its 5 stars","From the moment we drove up to the front door, we were taken care of. A valet parked our car in their nearby garage. After a quick check-in, one of the staff brought us to our rooms. This personalized gesture was very nice. Our 2 rooms were connected. Our 3 children stayed in one room with the addition of a roll away bed. The decor is a combination of modern and traditional. It was tastefully done. The bathrooms were big, with 2 sinks, a shower and tub. The hotel's lounge is beautiful with a big chandelier in the middle. Again, the feel of luxury is here. When we had breakfast, the personnel were extremely attentive. One can order hot food freshly prepared. There is the usual assortment of cold cuts, cheeses and breads at the buffet table. We certainly enjoyed our stay here."
